name,rate,term_months,min_amount,can_replenish,currency,payout_mode
Дремать,17.07,24,500000,False,RUB,end
Прежде,11.68,24,500000,False,EUR,monthly
Спешить,10.81,6,100000,True,USD,monthly
Видимо,15.24,12,50000,True,RUB,end
Пропасть,9.61,24,10000,True,EUR,end
Основание,16.96,6,50000,True,USD,monthly
Задержать,10.63,60,50000,False,USD,monthly
Ведь,11.52,24,10000,False,RUB,monthly
Умолять,22.76,36,500000,False,RUB,monthly
Хотеть,21.71,24,50000,True,EUR,monthly
Пастух,19.02,12,50000,False,RUB,monthly
Засунуть,18.99,12,100000,True,USD,monthly
Предоставить,5.57,36,10000,False,EUR,monthly
Райком,18.98,24,50000,True,RUB,end
Печатать,24.58,36,10000,True,EUR,end
Близко,21.15,60,500000,False,EUR,monthly
Затянуться,18.79,12,10000,True,USD,end
Полоска,15.99,36,50000,True,EUR,monthly
Услать,20.78,12,10000,True,EUR,end
Функция,7.48,24,50000,False,USD,monthly
Развитый,23.45,6,100000,True,RUB,monthly
Приятель,7.97,60,100000,True,EUR,end
Торопливый,9.23,60,100000,False,USD,end
Угроза,15.98,12,10000,True,EUR,end
Выдержать,8.05,36,500000,True,EUR,end
Сверкать,19.27,12,100000,True,RUB,end
Желание,7.47,36,10000,False,USD,end
Полюбить,13.89,12,50000,False,EUR,monthly
Дошлый,8.95,60,500000,True,USD,monthly
Бегать,13.57,12,50000,True,USD,monthly
Костер,19.57,12,50000,True,USD,monthly
Граница,10.86,12,500000,True,EUR,monthly
Банда,20.68,24,10000,True,RUB,end
Июнь,16.02,6,10000,True,RUB,monthly
Сутки,14.61,36,10000,True,RUB,monthly
Уточнить,14.96,36,50000,True,EUR,monthly
Забирать,18.32,12,50000,False,EUR,end
Разводить,11.13,36,100000,True,USD,monthly
Запретить,7.25,24,100000,False,EUR,end
Прелесть,24.75,6,50000,False,USD,monthly
Пастух,22.53,36,100000,True,RUB,monthly
Столетие,5.15,6,50000,False,RUB,end
Жить,18.43,60,50000,False,EUR,end
Виднеться,23.73,60,10000,False,USD,monthly
Народ,9.29,24,100000,False,USD,monthly
Остановить,8.9,36,500000,False,EUR,end
Изображать,13.67,24,500000,False,RUB,end
Запеть,15.5,12,500000,True,RUB,end
Слать,18.35,6,10000,False,USD,monthly
Факультет,6.77,12,10000,True,USD,monthly
Столетие,16.07,24,50000,False,EUR,end
Плод,23.33,24,500000,False,USD,end
Зарплата,7.81,36,10000,False,USD,end
Следовательно,19.2,12,100000,True,USD,monthly
Призыв,11.92,6,100000,False,RUB,end
Настать,18.22,36,100000,False,EUR,monthly
Район,13.52,36,500000,False,USD,end
Прежде,7.97,6,50000,True,EUR,end
Нервно,18.56,12,100000,True,USD,end
Точно,20.11,36,100000,False,EUR,monthly
Функция,23.98,36,500000,True,EUR,end
Ночь,18.91,12,500000,True,RUB,end
Наступать,22.32,60,50000,True,RUB,monthly
Успокоиться,8.07,24,10000,False,EUR,end
Вскинуть,24.38,12,10000,True,EUR,end
Настать,14.9,6,10000,True,USD,monthly
Пробовать,19.02,36,500000,False,RUB,monthly
Актриса,16.37,24,10000,True,USD,monthly
Провинция,8.49,36,50000,True,USD,monthly
Металл,13.3,24,10000,True,USD,monthly
Редактор,20.45,36,100000,True,EUR,monthly
Спалить,21.68,60,10000,False,EUR,end
Спорт,18.01,6,500000,True,RUB,end
Болото,15.93,60,100000,False,USD,monthly
Аллея,19.61,24,100000,True,USD,monthly
Упор,22.27,12,10000,True,USD,end
Трубка,12.53,36,100000,False,USD,monthly
Более,17.48,12,100000,False,RUB,end
Потом,18.48,24,100000,True,USD,end
Приходить,6.33,12,50000,True,EUR,monthly
Оборот,14.09,36,100000,True,USD,end
Через,8.3,12,50000,True,USD,end
Господь,21.1,60,500000,True,RUB,end
О,8.68,6,500000,False,EUR,monthly
Секунда,23.23,36,10000,True,RUB,monthly
Ребятишки,24.31,60,100000,False,EUR,end
Висеть,24.86,12,50000,True,RUB,monthly
Пересечь,9.38,24,100000,False,RUB,end
Ночь,8.57,60,100000,False,USD,monthly
Бок,9.91,6,10000,True,EUR,end
Ночь,13.54,6,500000,True,USD,monthly
Затянуться,15.07,24,10000,True,EUR,monthly
Отражение,24.34,60,10000,False,EUR,end
Терапия,6.08,6,50000,True,RUB,monthly
Адвокат,18.23,60,500000,False,USD,monthly
Рота,11.13,12,100000,True,EUR,end
Пятеро,12.24,6,50000,True,USD,end
Волк,23.29,60,10000,True,EUR,end
Изменение,14.21,24,500000,False,RUB,end
Невыносимый,12.98,24,10000,True,USD,end
Неправда,18.6,36,10000,False,USD,end
Правильный,19.7,6,500000,True,EUR,end
Вывести,21.78,24,100000,True,EUR,end
Угодный,7.96,24,50000,True,EUR,monthly
Смелый,16.89,12,100000,False,EUR,end
Заработать,19.79,6,10000,True,RUB,monthly
Кпсс,18.55,36,500000,False,USD,end
Рис,14.85,24,50000,False,EUR,monthly
Пасть,24.57,12,50000,True,USD,end
Очередной,13.59,60,500000,True,RUB,monthly
Сомнительный,15.05,24,10000,False,USD,end
Банда,6.0,12,100000,True,USD,monthly
Применяться,19.23,60,100000,True,USD,monthly
Художественный,17.97,12,50000,False,EUR,end
Кпсс,18.65,24,500000,False,EUR,end
Школьный,8.38,36,50000,True,USD,monthly
Мелочь,18.97,12,50000,True,RUB,monthly
Коричневый,12.99,60,500000,True,EUR,end
Скользить,6.01,36,50000,False,RUB,monthly
Чем,16.64,12,100000,False,EUR,monthly
Научить,20.53,24,100000,False,RUB,monthly
Изучить,8.88,6,10000,True,USD,end
Наступать,24.13,6,10000,False,EUR,end
Дорогой,24.17,6,100000,False,USD,monthly
Потрясти,21.04,12,10000,False,RUB,monthly
Сохранять,8.44,24,50000,False,USD,end
Спичка,23.67,6,50000,True,RUB,monthly
Демократия,23.94,12,10000,True,RUB,monthly
Необычный,11.79,24,10000,False,RUB,monthly
Тяжелый,13.93,24,10000,False,USD,end
Песня,18.8,36,10000,True,USD,end
Через,13.63,60,500000,True,USD,end
Сбросить,7.26,6,100000,False,EUR,monthly
Дрогнуть,5.12,24,10000,True,EUR,monthly
Уничтожение,21.41,36,10000,True,RUB,monthly
Запустить,20.46,6,50000,False,RUB,end
Космос,24.22,12,50000,False,RUB,monthly
Конструкция,9.52,6,50000,False,USD,monthly
Штаб,18.39,24,50000,False,EUR,monthly
Соответствие,9.25,60,500000,True,EUR,monthly
Освобождение,6.45,36,100000,True,RUB,monthly
Факультет,5.3,12,50000,True,USD,monthly
Кпсс,17.94,6,500000,False,USD,end
Пересечь,17.0,12,100000,True,EUR,monthly
Гулять,17.22,60,100000,False,USD,monthly
Плясать,8.14,36,10000,True,USD,monthly
Степь,18.85,36,10000,True,USD,end
Легко,18.15,36,10000,False,EUR,end
Зеленый,14.55,6,50000,False,EUR,monthly
Что,9.76,24,500000,False,RUB,monthly
Помимо,15.1,60,50000,True,USD,end
Сутки,16.78,12,100000,True,USD,end
Фонарик,23.33,36,10000,False,EUR,monthly
Настать,9.47,12,10000,False,EUR,monthly
Потрясти,20.44,36,10000,False,RUB,end
Господь,22.16,24,100000,True,USD,monthly
Магазин,5.01,6,100000,True,USD,monthly
Лететь,6.53,6,100000,True,EUR,end
Идея,6.97,12,500000,False,RUB,monthly
Жить,19.15,24,500000,False,EUR,monthly
Настать,22.65,60,500000,True,RUB,end
Вытаскивать,15.49,24,50000,True,EUR,monthly
Район,18.85,24,10000,False,RUB,end
Очко,13.57,12,50000,False,EUR,monthly
Плод,17.19,24,50000,False,USD,end
Неправда,19.75,24,100000,True,USD,end
Бровь,9.52,6,500000,True,RUB,end
Девка,8.57,24,500000,True,EUR,monthly
Опасность,24.25,36,10000,True,USD,monthly
Бок,10.83,12,50000,False,RUB,monthly
Построить,8.94,60,10000,True,USD,end
Спалить,7.81,36,10000,False,RUB,monthly
Отметить,18.07,60,50000,True,EUR,monthly
Головной,15.0,60,10000,False,EUR,end
Запеть,11.32,24,500000,True,USD,monthly
Цель,16.01,12,50000,True,EUR,monthly
Бочок,11.32,12,50000,False,RUB,end
Боец,6.95,60,100000,True,USD,monthly
Плясать,22.34,24,100000,False,USD,end
Успокоиться,23.4,12,10000,True,EUR,end
Головка,15.6,36,100000,True,EUR,monthly
Непривычный,5.47,24,50000,True,USD,end
Уронить,20.58,60,10000,False,USD,end
Решетка,5.88,24,10000,True,RUB,monthly
Означать,24.41,36,50000,True,RUB,monthly
Спешить,16.16,36,50000,False,EUR,monthly
Миллиард,23.18,12,10000,True,USD,end
Бригада,13.29,24,500000,True,USD,monthly
Настать,7.2,60,100000,False,USD,monthly
Появление,17.61,12,100000,False,RUB,monthly
Вытаскивать,8.43,12,500000,False,USD,end
Цвет,11.05,36,10000,False,EUR,end
Рассуждение,9.53,36,50000,False,RUB,monthly
Житель,6.34,60,100000,False,USD,end
Инструкция,20.64,24,500000,False,EUR,monthly
Одиннадцать,9.97,36,100000,False,USD,end
Заплакать,6.21,36,10000,True,RUB,end
Домашний,20.21,36,500000,False,RUB,monthly
Присесть,20.13,6,50000,False,RUB,end
Решение,15.05,24,10000,True,RUB,end
Пастух,21.76,60,100000,False,EUR,end
Подземный,17.59,60,500000,False,USD,monthly
Палата,21.24,36,10000,False,EUR,end
Привлекать,7.38,60,500000,False,RUB,monthly
Опасность,13.62,12,100000,False,EUR,monthly
Палата,23.63,6,10000,True,RUB,end
Невозможно,15.33,6,10000,True,USD,monthly
Миллиард,14.04,6,50000,True,RUB,monthly
Торговля,7.85,60,50000,True,USD,monthly
Изменение,20.65,24,10000,False,RUB,end
Каюта,23.52,60,10000,True,RUB,end
Лететь,14.11,60,10000,False,EUR,end
Способ,15.45,24,50000,True,RUB,end
Табак,16.51,60,100000,False,EUR,monthly
Человечек,10.71,36,100000,False,EUR,monthly
Растеряться,19.93,24,100000,False,EUR,end
Выдержать,9.19,12,500000,True,EUR,monthly
Поколение,22.87,24,10000,False,EUR,monthly
Поймать,17.74,24,500000,True,USD,end
Неожиданно,17.43,36,100000,True,EUR,end
Достоинство,23.68,6,50000,True,EUR,monthly
Эпоха,9.9,6,100000,True,RUB,end
Прощение,8.58,12,10000,True,USD,end
Беспомощный,16.4,12,50000,False,RUB,end
Собеседник,21.06,36,500000,True,EUR,monthly
Оборот,19.42,36,500000,True,EUR,end
Виднеться,14.25,12,50000,False,EUR,monthly
Ответить,5.3,60,50000,False,RUB,end
Желание,20.37,60,100000,False,EUR,monthly
Трясти,22.75,36,500000,True,EUR,end
Виднеться,17.38,60,500000,True,USD,monthly
Головка,22.37,36,50000,False,USD,monthly
Бак,7.68,60,100000,True,RUB,monthly
Прежний,8.01,60,50000,True,USD,monthly
Ломать,6.76,6,100000,False,RUB,end
Каюта,15.24,60,50000,False,RUB,monthly
Выкинуть,7.85,24,10000,True,EUR,end
Посвятить,7.5,24,50000,True,EUR,end
Умирать,13.28,36,50000,False,RUB,end
Дрогнуть,19.99,6,50000,True,EUR,end
Бочок,12.76,36,500000,True,RUB,monthly
Ломать,15.05,36,50000,False,USD,monthly
Построить,8.43,6,500000,True,EUR,monthly
Основание,23.53,36,500000,False,RUB,monthly
Упор,11.1,24,500000,False,EUR,monthly
Палка,23.29,12,10000,False,RUB,end
Степь,15.62,60,10000,True,RUB,end
Вытаскивать,5.82,6,100000,True,USD,end
Хотеть,7.21,24,500000,True,USD,monthly
Выкинуть,15.25,12,10000,False,USD,end
Заработать,24.55,60,100000,True,RUB,end
Рассуждение,15.83,36,100000,False,USD,monthly
Ленинград,16.61,12,10000,False,RUB,end
Задержать,16.15,12,50000,True,USD,end
Слать,18.3,12,100000,True,USD,monthly
Выраженный,9.68,12,100000,True,RUB,monthly
Юный,16.8,36,50000,True,EUR,monthly
Невыносимый,15.7,36,50000,True,RUB,end
Находить,5.82,12,500000,True,RUB,end
Дорогой,23.43,36,10000,True,USD,monthly
Даль,24.15,12,50000,True,RUB,end
Плод,12.83,12,500000,True,USD,monthly
Смертельный,10.87,6,500000,False,EUR,end
Мрачно,19.97,12,10000,False,RUB,monthly
Командование,20.43,6,100000,True,EUR,monthly
Правление,10.52,36,10000,True,RUB,monthly
Армейский,9.48,12,10000,True,EUR,end
Развитый,10.89,12,10000,False,USD,monthly
Тревога,21.19,6,10000,False,RUB,monthly
Темнеть,15.42,36,500000,False,RUB,end
Новый,6.65,24,10000,False,RUB,monthly
Порт,6.04,36,10000,True,EUR,monthly
Реклама,19.34,6,100000,True,EUR,end
Пропадать,14.09,12,10000,False,RUB,end
Цель,16.82,6,10000,False,RUB,monthly
Зеленый,6.82,24,500000,True,USD,end
Носок,9.81,36,10000,False,RUB,end
Некоторый,14.6,60,50000,False,RUB,monthly
Выбирать,23.09,60,10000,True,RUB,end
Означать,12.28,36,500000,True,EUR,monthly
Торопливый,18.31,12,10000,False,USD,monthly
Космос,20.22,60,100000,False,RUB,monthly
Расстегнуть,20.04,36,100000,True,RUB,end
Невыносимый,13.5,60,10000,False,RUB,end
Иной,11.92,60,100000,False,EUR,monthly
Отдел,14.4,12,100000,True,USD,monthly
Изучить,13.47,6,10000,True,RUB,monthly
Строительство,11.94,60,10000,True,USD,end
Присесть,16.66,24,50000,True,EUR,monthly
Дремать,23.58,60,500000,False,RUB,end
Чем,5.5,12,50000,True,RUB,end
Расстройство,11.77,60,100000,False,USD,monthly
Триста,5.85,6,500000,False,RUB,end
Трубка,21.5,60,100000,True,EUR,monthly
Изба,16.51,60,10000,False,USD,end
Возможно,19.95,36,50000,True,RUB,end
Госпожа,16.36,36,50000,False,USD,monthly
Функция,19.36,36,500000,True,EUR,monthly
Куча,15.04,36,500000,False,USD,end
Задержать,20.63,24,50000,True,EUR,monthly
Карандаш,13.38,60,10000,False,USD,monthly
Конструкция,24.33,60,50000,False,USD,end
Устройство,17.19,6,100000,True,USD,end
Столетие,23.2,60,10000,True,EUR,monthly
Оборот,24.5,60,100000,False,RUB,end
Ход,16.05,60,500000,True,RUB,monthly
Девка,20.08,12,10000,True,USD,monthly
Порт,15.49,60,100000,False,RUB,monthly
Возмутиться,10.8,60,50000,True,EUR,monthly
Решение,23.91,36,50000,True,RUB,end
Головной,19.09,60,10000,False,EUR,monthly
Коллектив,12.6,6,50000,False,RUB,monthly
Правление,17.77,36,10000,False,EUR,end
Самостоятельно,12.91,60,50000,True,RUB,monthly
Механический,12.89,24,500000,False,EUR,end
Миф,24.81,24,100000,True,RUB,monthly
Мелькнуть,21.03,6,50000,False,EUR,end
Жестокий,17.11,60,10000,False,RUB,end
Поколение,18.19,24,500000,True,RUB,end
Пятеро,12.32,36,10000,False,EUR,monthly
Изредка,20.84,12,50000,True,USD,end
Выдержать,23.09,24,10000,False,EUR,monthly
Рот,10.63,12,10000,False,USD,end
Точно,19.79,24,50000,True,RUB,end
Песенка,14.55,24,500000,True,USD,end
Командование,8.26,6,10000,True,USD,end
Вряд,20.54,6,10000,False,RUB,end
Роскошный,15.96,36,50000,False,RUB,monthly
Ход,23.6,12,50000,False,EUR,end
Налево,22.69,60,500000,False,USD,end
Коммунизм,24.94,24,50000,True,USD,monthly
Падаль,9.48,12,10000,True,EUR,monthly
Бровь,13.62,36,50000,True,RUB,end
Художественный,5.69,36,10000,True,USD,end
Процесс,19.32,24,100000,False,USD,monthly
Роскошный,23.63,60,50000,True,RUB,end
Ломать,15.95,6,50000,False,EUR,monthly
Лететь,14.84,6,10000,True,USD,end
Сомнительный,6.74,60,10000,False,USD,end
Процесс,16.14,36,100000,True,USD,monthly
Потянуться,22.62,24,500000,False,EUR,end
Самостоятельно,9.71,36,10000,True,EUR,monthly
Пересечь,6.27,24,500000,False,EUR,monthly
Ленинград,19.14,60,100000,False,RUB,end
Пламя,22.71,6,100000,False,RUB,end
Пол,6.74,24,500000,True,EUR,end
Ведь,7.25,6,100000,False,EUR,end
Место,17.61,60,10000,True,RUB,end
Банда,18.97,12,10000,True,USD,end
Хлеб,6.37,36,100000,False,RUB,monthly
Цвет,13.35,36,500000,False,USD,end
Результат,23.6,24,50000,False,RUB,monthly
Выбирать,17.83,36,10000,True,RUB,end
Торопливый,17.6,36,10000,True,USD,end
Задержать,22.69,60,50000,False,RUB,end
Крыса,19.53,12,10000,True,RUB,end
Аллея,9.01,60,50000,False,EUR,monthly
Совещание,15.44,6,10000,True,EUR,end
Термин,18.33,12,100000,False,RUB,end
Помимо,9.51,6,100000,False,EUR,end
Изредка,20.53,6,100000,False,EUR,end
Тюрьма,13.7,12,50000,True,EUR,end
Роса,21.25,60,500000,True,RUB,end
Реклама,11.93,60,10000,False,RUB,end
Картинка,11.97,12,50000,False,USD,end
Цепочка,24.03,6,10000,False,RUB,monthly
Демократия,14.47,6,50000,True,USD,monthly
Возмутиться,19.59,60,100000,True,USD,end
Приятель,5.09,6,50000,True,USD,monthly
Заработать,16.27,60,50000,True,RUB,monthly
Армейский,14.89,6,500000,True,EUR,end
Чувство,7.49,24,100000,True,EUR,monthly
Кожа,17.69,60,50000,True,EUR,end
Войти,6.22,60,50000,True,RUB,end
Космос,20.54,24,500000,False,RUB,end
Вскинуть,20.89,24,10000,True,EUR,end
Ручей,15.41,12,10000,False,USD,end
Гулять,22.43,36,100000,True,RUB,monthly
Пробовать,6.13,36,100000,False,RUB,monthly
Засунуть,7.12,24,50000,False,EUR,monthly
Ставить,14.81,36,10000,False,EUR,monthly
Заложить,19.25,12,100000,False,EUR,monthly
Вариант,14.56,36,10000,True,RUB,monthly
Цель,13.3,24,50000,True,EUR,monthly
Избегать,7.15,60,10000,True,EUR,monthly
Цвет,16.35,60,50000,True,RUB,monthly
Приятель,17.97,6,100000,False,USD,monthly
Рассуждение,16.6,60,10000,False,RUB,monthly
Расстегнуть,23.51,6,100000,False,RUB,end
Дурацкий,8.84,24,10000,False,RUB,end
Задержать,20.5,6,100000,False,USD,monthly
Полюбить,5.23,60,10000,True,EUR,end
Жидкий,22.88,12,500000,False,EUR,monthly
Эпоха,15.11,24,50000,True,EUR,end
Палец,22.53,60,50000,False,EUR,monthly
Угодный,11.86,60,50000,False,EUR,monthly
Запустить,12.49,24,50000,True,USD,monthly
Ученый,15.32,36,50000,False,RUB,monthly
Сбросить,19.78,6,10000,False,USD,end
Головка,10.12,24,100000,True,EUR,end
Слишком,7.06,24,50000,False,USD,monthly
Слать,12.22,60,500000,False,USD,end
Адвокат,9.36,24,100000,True,RUB,end
Факультет,22.73,60,500000,False,RUB,monthly
Белье,6.65,6,10000,True,RUB,monthly
Настать,12.05,12,500000,False,EUR,end
Предоставить,8.33,12,10000,True,RUB,end
Вообще,16.02,60,100000,True,RUB,end
Кузнец,16.28,60,50000,False,RUB,monthly
Устройство,23.14,12,10000,False,EUR,monthly
Инструкция,14.35,12,100000,True,EUR,end
Функция,13.05,12,500000,True,EUR,monthly
Место,5.51,6,50000,True,EUR,monthly
Перебивать,6.77,6,500000,True,EUR,end
Чувство,6.79,6,10000,False,RUB,end
Провинция,18.15,24,100000,False,RUB,end
Выражаться,8.26,12,100000,False,EUR,end
Направо,17.67,60,10000,True,RUB,monthly
Дурацкий,12.68,12,10000,False,USD,monthly
Грудь,22.41,12,50000,False,RUB,monthly
Зима,20.81,24,10000,True,USD,end
Счастье,18.26,60,10000,False,RUB,monthly
Рассуждение,11.86,12,500000,False,RUB,end
Пространство,14.62,60,50000,True,EUR,end
Ставить,20.99,6,100000,False,USD,end
Разводить,23.12,24,50000,True,EUR,monthly
Сопровождаться,22.77,24,10000,False,USD,end
Жестокий,9.63,60,500000,True,EUR,end
Мальчишка,16.02,12,50000,False,EUR,end
Снимать,22.79,36,500000,False,EUR,monthly
Сустав,18.56,12,10000,False,EUR,monthly
Порт,8.11,36,100000,True,USD,monthly
Ложиться,5.42,12,10000,True,EUR,monthly
Снимать,20.17,36,50000,False,RUB,monthly
Уточнить,6.01,6,50000,False,USD,end
Порт,23.41,6,50000,False,USD,monthly
Естественный,23.26,6,50000,True,RUB,end
Вскинуть,8.38,12,10000,True,RUB,monthly
Растеряться,21.18,12,500000,True,USD,end
Боец,14.84,12,100000,True,USD,monthly
Деньги,7.36,12,100000,True,EUR,end
Другой,15.05,24,10000,False,USD,monthly
Освободить,10.36,36,50000,False,EUR,monthly
Пробовать,10.31,24,50000,False,EUR,end
Соответствие,14.35,12,100000,False,USD,monthly
Жидкий,10.67,36,100000,False,EUR,end
Тусклый,22.61,36,100000,False,EUR,end
Инвалид,21.02,60,10000,True,RUB,end
Изредка,6.77,36,500000,False,RUB,end
Постоянный,10.85,6,10000,False,EUR,end
Каюта,9.88,12,500000,True,EUR,end
Изредка,12.1,6,10000,False,USD,end
Четко,24.86,60,100000,True,RUB,end
Девка,21.55,60,100000,True,RUB,monthly
Танцевать,16.94,6,100000,False,USD,end
Добиться,19.71,36,50000,True,RUB,monthly
Славный,11.45,60,10000,True,RUB,monthly
Академик,18.4,36,50000,False,EUR,monthly
Поздравлять,14.67,36,100000,True,USD,end
Что,13.97,6,10000,False,EUR,monthly
Близко,10.51,24,50000,False,EUR,end
Запустить,24.03,60,500000,False,EUR,end
Командир,15.93,12,500000,False,RUB,end
Интернет,5.65,36,500000,True,RUB,end
Мучительно,8.44,60,10000,False,EUR,end
Пространство,15.61,12,50000,False,USD,monthly
Очередной,13.77,60,50000,False,RUB,monthly
Уничтожение,20.82,60,50000,True,EUR,end
Дрогнуть,21.46,12,10000,True,EUR,end
Доставать,12.28,12,10000,True,USD,monthly
Полоска,9.13,24,100000,True,RUB,end
Руководитель,11.69,60,500000,False,USD,end
Народ,20.6,12,10000,True,RUB,end
Сверкать,7.64,60,10000,False,USD,end
Сходить,16.91,6,100000,False,RUB,monthly
Правление,24.05,24,500000,True,EUR,monthly
Ответить,13.67,36,10000,True,EUR,monthly
Недостаток,17.52,6,10000,False,RUB,monthly
Уничтожение,8.55,12,10000,False,RUB,monthly
Трубка,21.98,6,500000,True,RUB,monthly
Деловой,5.1,36,10000,False,USD,end
Табак,11.64,36,50000,False,RUB,end
Свежий,15.25,36,500000,True,EUR,end
Вздрагивать,10.15,12,500000,True,RUB,monthly
Сравнение,12.72,6,100000,True,EUR,end
Что,23.29,12,50000,False,EUR,end
Славный,23.87,60,100000,False,EUR,end
Салон,22.45,36,50000,False,USD,monthly
Мальчишка,23.27,24,10000,False,EUR,monthly
Грустный,16.49,24,50000,False,EUR,end
Пропасть,16.23,36,10000,True,USD,monthly
Расстройство,7.33,24,100000,True,EUR,end
Полоска,6.35,24,10000,True,USD,monthly
Войти,22.07,36,100000,True,EUR,end
Изображать,11.52,24,500000,True,USD,monthly
Граница,23.45,36,500000,True,USD,monthly
Сомнительный,16.31,24,100000,True,RUB,end
Оставить,8.99,60,100000,False,USD,monthly
Применяться,11.36,6,500000,False,EUR,monthly
Аж,10.2,12,50000,False,EUR,monthly
Конструкция,12.93,60,500000,True,USD,end
Способ,11.1,36,100000,True,RUB,end
Боец,14.26,36,100000,True,EUR,monthly
Песенка,10.14,6,50000,False,USD,end
Миф,18.4,36,10000,True,EUR,monthly
Настать,22.27,6,10000,True,RUB,end
Подземный,13.53,60,100000,True,EUR,end
Палка,10.68,24,50000,True,EUR,monthly
Некоторый,6.26,12,500000,True,RUB,end
Реклама,5.6,6,10000,True,USD,monthly
Спичка,24.59,6,50000,True,RUB,end
Скользить,11.38,6,50000,True,RUB,end
Устройство,14.3,60,10000,False,RUB,end
Командующий,17.45,60,500000,False,USD,end
Ботинок,11.54,12,500000,False,USD,end
Постоянный,16.38,24,500000,False,EUR,end
Построить,5.33,36,100000,True,RUB,monthly
Поймать,18.81,60,500000,True,RUB,monthly
Витрина,18.64,24,50000,False,USD,monthly
Болото,16.8,6,500000,True,RUB,monthly
Избегать,11.68,24,500000,True,RUB,end
Беспомощный,20.52,12,10000,True,EUR,end
Конструкция,12.81,36,10000,False,USD,monthly
Провинция,18.33,24,100000,True,USD,monthly
Интеллектуальный,13.88,24,50000,False,RUB,end
Невыносимый,19.88,6,100000,True,USD,end
Ответить,8.64,6,50000,True,RUB,monthly
Умирать,24.57,6,10000,False,RUB,monthly
Остановить,6.28,12,500000,True,USD,end
Еврейский,13.3,36,50000,False,EUR,end
Тревога,23.37,36,100000,True,USD,end
Увеличиваться,19.46,36,500000,False,USD,end
Изменение,24.75,60,500000,False,USD,end
Вывести,13.51,60,50000,True,EUR,monthly
Пятеро,7.37,12,100000,True,RUB,monthly
Конференция,10.38,36,10000,False,EUR,end
Какой,21.71,6,500000,True,EUR,monthly
Построить,6.93,36,50000,True,EUR,monthly
Стакан,21.73,60,500000,True,USD,end
Трубка,6.3,6,50000,True,RUB,monthly
Конструкция,24.98,12,100000,False,RUB,monthly
Заплакать,13.93,6,100000,True,RUB,end
Призыв,21.06,6,10000,False,USD,end
Угодный,13.7,6,10000,False,RUB,end
Полоска,21.04,36,100000,False,RUB,end
Господь,6.38,24,50000,False,RUB,monthly
Заложить,10.93,12,500000,True,RUB,monthly
Ведь,23.31,24,50000,False,EUR,monthly
Назначить,20.81,6,100000,True,EUR,monthly
Лететь,9.87,24,500000,False,USD,monthly
Конференция,21.64,36,50000,False,USD,monthly
Собеседник,20.65,6,10000,False,USD,end
Еврейский,19.52,6,100000,True,RUB,end
Князь,17.52,24,100000,True,USD,monthly
Страсть,15.0,36,10000,True,USD,end
Понятный,11.7,24,100000,False,RUB,monthly
Аллея,16.89,36,10000,True,USD,end
Конструкция,18.11,60,50000,False,EUR,monthly
Проход,15.6,36,50000,False,EUR,monthly
Пропаганда,24.44,24,100000,True,RUB,monthly
Пастух,11.21,24,100000,False,EUR,end
Забирать,17.86,60,100000,True,RUB,monthly
Банк,13.37,36,100000,False,RUB,end
Инвалид,12.26,36,100000,True,EUR,monthly
Приходить,19.15,12,100000,False,RUB,end
Факультет,20.83,12,50000,False,USD,end
Промолчать,20.73,36,10000,False,USD,monthly
Жидкий,12.65,60,500000,False,EUR,monthly
Неожиданно,20.58,12,10000,False,RUB,monthly
Соответствие,5.08,36,100000,False,EUR,monthly
Тута,22.85,60,500000,False,USD,monthly
Табак,9.03,24,500000,True,RUB,monthly
Иной,24.8,12,50000,False,RUB,monthly
Поздравлять,14.01,60,50000,True,EUR,end
Сынок,21.91,60,50000,False,USD,monthly
Нажать,16.77,36,10000,False,USD,monthly
Степь,24.44,12,500000,False,RUB,monthly
Наступать,24.29,12,10000,False,USD,monthly
Головной,19.58,24,50000,True,USD,end
Провал,22.32,12,50000,False,USD,end
Реклама,21.1,36,100000,True,USD,end
Левый,8.41,36,50000,False,RUB,monthly
Роса,20.62,24,10000,False,EUR,end
Степь,16.73,6,10000,False,EUR,monthly
Функция,17.54,36,100000,True,RUB,monthly
Мусор,22.94,36,10000,True,EUR,end
Дошлый,22.91,12,50000,True,EUR,monthly
Хозяйка,21.17,24,50000,False,EUR,monthly
Мелькнуть,16.97,36,50000,True,RUB,end
Видимо,15.68,36,10000,False,RUB,monthly
Механический,6.09,12,100000,False,RUB,end
Смертельный,24.14,6,100000,False,EUR,monthly
Плясать,16.56,6,10000,True,RUB,end
Кузнец,5.56,6,10000,False,EUR,end
Ремень,23.42,12,10000,False,USD,monthly
Салон,19.54,24,500000,False,RUB,monthly
Помимо,6.93,24,100000,True,USD,end
Мера,12.83,60,100000,False,RUB,end
Смелый,13.67,60,10000,False,EUR,end
Куча,13.06,36,500000,False,RUB,monthly
Термин,22.18,60,50000,False,RUB,end
Падать,14.3,12,500000,False,USD,end
Поколение,7.78,6,500000,False,USD,end
Идея,8.02,12,100000,False,EUR,end
Более,17.55,6,10000,True,EUR,end
Расстройство,14.36,12,500000,True,USD,end
Процесс,7.58,36,50000,True,RUB,monthly
Рай,15.1,24,10000,False,USD,monthly
Кольцо,13.65,36,500000,True,EUR,end
Шлем,24.45,24,10000,False,USD,monthly
Порт,22.77,24,500000,False,EUR,end
Пламя,7.82,6,10000,True,RUB,end
